,Unnamed: 0,last_scraped,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
429,429,2024-12-20,2014-07-21,"Boston, MA",within an hour,91%,0%,f,Roxbury,31,34,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.30536,-71.07221,Private room in rental unit,Private room,1,1.0,2.0,1.0,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Hangers"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Air conditioning"", ""Wifi"", ""Microwave"", ""Oven"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Hot water""]",$39.00,91,999,91.0,91.0,999.0,999.0,91.0,999.0,,t,30,60,90,2024-12-20,9,0,0,2016-06-30,2018-02-18,4.78,4.78,5.0,5.0,4.44,4.78
431,431,2024-12-20,2016-05-15,"Boston, MA",,,,f,South Boston,1,1,"['email', 'phone']",t,,South Boston,,42.32818,-71.05512,Entire rental unit,Entire home/apt,2,,1.0,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hangers"", ""TV with standard cable"", ""Essentials"", ""Washer"", ""Indoor fireplace"", ""Air conditioning"", ""Wifi"", ""Carbon monoxide alarm""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,0,0,0,2024-12-20,18,0,0,2016-06-09,2017-10-27,4.78,4.83,5.0,4.94,4.61,4.89
433,433,2024-12-20,2015-09-19,"Westerly, RI",,,,f,Mission Hill,1,1,"['email', 'phone']",t,,Mission Hill,,42.33074,-71.10697,Private room in rental unit,Private room,1,,,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Lock on bedroom door"", ""Dryer"", ""Fire extinguisher"", ""First aid kit"", ""TV with standard cable"", ""Essentials"", ""Washer"", ""Pets allowed"", ""Air conditioning"", ""Smoking allowed"", ""Wifi"", ""Carbon monoxide alarm""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,0,0,0,2024-12-20,4,0,0,2016-06-20,2016-09-01,4.25,4.0,4.5,4.75,4.5,3.5
435,435,2024-12-20,2016-04-13,"Boston, MA",within an hour,100%,100%,t,Roxbury,10,11,"['email', 'phone']",t,,Roxbury,,42.31801,-71.09005,Private room in rental unit,Private room,1,1.5,1.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker"", ""Hangers"", ""Gas stove"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Private backyard \u2013 Fully fenced"", ""Oven"", ""Bathtub"", ""Dryer"", ""Fire extinguisher"", ""Room-darkening shades"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Dining table"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Bed linens"", ""Cleaning available during stay"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Blender"", ""Iron"", ""Dishwasher"", ""Hot water""]",$45.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,13,43,2024-12-20,32,3,1,2016-05-21,2024-11-26,4.91,4.94,5.0,4.97,4.44,4.94
437,437,2024-12-20,2015-11-02,"New York, United States",,,,f,Fenway/Kenmore,1,1,"['email', 'phone']",t,,Fenway,,42.34712,-71.1039,Entire rental unit,Entire home/apt,2,,,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""Elevator"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Wifi"", ""Shampoo"", ""Carbon monoxide alarm""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,0,0,0,2024-12-20,12,0,0,2016-07-03,2016-08-27,5.0,5.0,4.92,5.0,5.0,4.92
439,439,2024-12-20,2013-07-07,"Boston, MA",within an hour,100%,95%,t,Allston-Brighton,4,4,"['email', 'phone']",t,Neighborhood highlights,Brighton,,42.34636,-71.15563,Private room in home,Private room,1,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""50 inch HDTV with Amazon Prime Video, Chromecast, DVD player"", ""Board games"", ""Free driveway parking on premises \u2013 1 space"", ""Stove"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Park view"", ""Oven"", ""Bathtub"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Host greets you"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Garden view"", ""Fast wifi \u2013 363 Mbps"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Exterior security cameras on property"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Game console: PS3"", ""Bed linens"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Hot water"", ""Private entrance""]",$44.00,30,400,30.0,30.0,400.0,400.0,30.0,400.0,,t,0,0,0,2024-12-20,11,3,0,2016-07-31,2024-10-13,4.91,5.0,5.0,4.91,4.73,4.91
441,441,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,,Back Bay,,42.34777,-71.08493,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Dryer"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Long term stays allowed"", ""Wine glasses"", ""GE stainless steel gas stove"", ""Heating"", ""Cooking basics"", ""Window AC unit"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$88.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,29,59,89,2024-12-20,4,1,0,2020-03-18,2024-07-28,5.0,5.0,5.0,5.0,5.0,4.5
443,443,2024-12-20,2015-10-14,,,,100%,f,Lower Allston,4,7,"['email', 'phone']",f,Neighborhood highlights,Allston,,42.360789309754104,-71.12973670176841,Private room in rental unit,Private room,2,2.0,1.0,1.0,"[""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Noise decibel monitors on property"", ""Lock on bedroom door"", ""Self check-in"", ""Exterior security cameras on property"", ""Washer"", ""Air conditioning"", ""Lockbox"", ""TV"", ""Wifi"", ""Carbon monoxide alarm""]",$111.00,91,365,91.0,91.0,365.0,365.0,91.0,365.0,,t,30,60,90,2024-12-20,0,0,0,,,,,,,,
445,445,2024-12-20,2014-07-21,"Boston, MA",within an hour,91%,0%,f,Roxbury,31,34,"['email', 'phone']",t,Neighborhood highlights,Roxbury,,42.31676,-71.08,Private room in rental unit,Private room,1,2.0,2.0,1.0,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Hangers"", ""Refrigerator"", ""Free parking on premises"", ""Dishes and silverware"", ""Stove"", ""Patio or balcony"", ""Free street parking"", ""Air conditioning"", ""Wifi"", ""Microwave"", ""Oven"", ""Carbon monoxide alarm"", ""Hot water""]",$39.00,91,999,91.0,91.0,999.0,999.0,91.0,999.0,,t,30,60,90,2024-12-20,0,0,0,,,,,,,,
447,447,2024-12-20,2011-06-24,"Cambridge, MA",,,,f,Beacon Hill,1,2,"['email', 'phone']",t,,Beacon Hill,,42.35964,-71.06967,Entire rental unit,Entire home/apt,4,,2.0,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Indoor fireplace"", ""Air conditioning"", ""Wifi"", ""Shampoo"", ""Carbon monoxide alarm"", ""Cooking basics""]",,60,120,60.0,60.0,120.0,120.0,60.0,120.0,,t,0,0,0,2024-12-20,7,0,0,2016-07-16,2019-08-28,5.0,5.0,5.0,5.0,5.0,5.0
449,449,2024-12-20,2016-04-13,"Boston, MA",within an hour,100%,100%,t,Roxbury,10,11,"['email', 'phone']",t,,Roxbury,,42.31837,-71.09037,Private room in rental unit,Private room,1,1.5,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Hot water""]",$37.00,30,180,29.0,30.0,180.0,180.0,29.9,180.0,,t,12,25,25,2024-12-20,22,2,0,2016-06-06,2024-08-26,4.95,4.91,5.0,4.95,4.73,4.86
451,451,2024-12-20,2014-07-08,"Boston, MA",,,,f,South Boston,1,1,"['email', 'phone']",t,Neighborhood highlights,South Boston,,42.33234,-71.04269,Entire condo,Entire home/apt,3,,1.0,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Fire extinguisher"", ""TV with standard cable"", ""First aid kit"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Wifi"", ""Shampoo"", ""Iron"", ""Carbon monoxide alarm""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,,0,0,0,2024-12-20,0,0,0,,,,,,,,
453,453,2024-12-20,2016-06-05,"Boston, MA",within an hour,100%,100%,t,South End,3,4,"['email', 'phone']",t,Neighborhood highlights,South End,,42.34347,-71.07368,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Board games"", ""Shower gel"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Air conditioning"", ""Long term stays allowed"", ""Clothing storage: wardrobe and dresser"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Hot water"", ""Self check-in"", ""Ceiling fan"", ""Under counter refrigerator"", ""Kitchen"", ""Hair dryer"", ""Dishes and silverware"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Shampoo"", ""Iron"", ""Conditioner""]",$125.00,29,360,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,0,13,43,2024-12-20,176,2,0,2016-07-25,2024-07-31,4.95,4.95,4.98,4.98,4.97,4.84
455,455,2024-12-20,2013-04-21,"New York, NY",,,,f,,1,1,"['email', 'phone']",f,,Back Bay,,42.35523,-71.07589,Entire rental unit,Entire home/apt,2,,,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Pets allowed"", ""Air conditioning"", ""Smoking allowed"", ""TV"", ""Wifi"", ""Iron"", ""Carbon monoxide alarm""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,,0,0,0,2024-12-20,10,0,0,2016-06-12,2016-08-30,4.3,4.7,4.6,4.5,5.0,4.56
457,457,2024-12-20,2016-02-24,"Boston, MA",,,,f,East Boston,1,1,"['email', 'phone']",t,,East Boston,,42.36946,-71.03422,Private room in rental unit,Private room,1,,1.0,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Hangers"", ""First aid kit"", ""Pets allowed"", ""Smoking allowed"", ""TV"", ""Wifi"", ""Carbon monoxide alarm""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,,0,0,0,2024-12-20,0,0,0,,,,,,,,
459,459,2024-12-20,2016-06-05,"Boston, MA",within an hour,100%,100%,t,South End,3,4,"['email', 'phone']",t,Neighborhood highlights,South End,,42.34382,-71.07368,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Whole Foods body soap"", ""Self check-in"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Hot water""]",$75.00,29,360,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,24,54,71,2024-12-20,182,4,1,2016-07-15,2024-12-18,4.94,4.96,4.97,4.97,4.95,4.85
461,461,2024-12-20,2014-04-07,"Boston, MA",within an hour,100%,98%,t,Hyde Park,3,3,"['email', 'phone']",t,Neighborhood highlights,Hyde Park,,42.26169,-71.11564,Entire home,Entire home/apt,6,1.0,2.0,3.0,"[""Smoke alarm"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Arcade games"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Outlet covers"", ""Changing table"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Long term stays allowed"", ""EV charger"", ""Heating"", ""Dedicated workspace"", ""Baby bath"", ""Cooking basics"", ""Baby safety gates"", ""Hot water kettle"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Shared backyard \u2013 Not fully fenced"", ""Free street parking"", ""Shared patio or balcony"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""Hot water"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In building"", ""Private entrance"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Outdoor playground"", ""Dishes and silverware"", ""BBQ grill"", ""Shampoo"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Game console"", ""Free dryer \u2013 In building""]",$98.00,2,100,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,14,38,57,2024-12-20,320,37,1,2017-04-16,2024-12-02,4.91,4.97,4.96,4.97,4.66,4.83
463,463,2024-12-20,2016-06-22,,,,,f,Leather District,1,1,"['email', 'phone']",f,Neighborhood highlights,Downtown,,42.34923,-71.05648,Entire condo,Entire home/apt,4,,2.0,,"[""Smoke alarm"", ""Heating"", ""Breakfast"", ""Kitchen"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""TV with standard cable"", ""Fire extinguisher"", ""Elevator"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Wifi"", ""Shampoo"", ""Iron"", ""Carbon monoxide alarm""]",,180,1125,180.0,180.0,1125.0,1125.0,180.0,1125.0,,,0,0,0,2024-12-20,2,0,0,2016-07-07,2016-07-15,5.0,5.0,5.0,5.0,5.0,5.0
465,465,2024-12-20,2014-07-21,"Boston, MA",within an hour,91%,0%,f,Roxbury,31,34,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.30536,-71.07221,Private room in rental unit,Private room,1,1.0,2.0,1.0,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Carbon monoxide alarm"", ""Hot water""]",$39.00,91,999,91.0,91.0,999.0,999.0,91.0,999.0,,t,30,60,90,2024-12-20,2,0,0,2016-08-06,2016-10-09,5.0,5.0,5.0,5.0,5.0,5.0
467,467,2024-12-20,2010-08-03,"Boston, MA",,,100%,t,,1,2,"['email', 'phone']",t,Neighborhood highlights,Roxbury,,42.32203,-71.07695,Entire loft,Entire home/apt,2,,1.0,,"[""Smoke alarm"", ""Clothing storage"", ""Coffee maker"", ""Hangers"", ""Board games"", ""Stove"", ""49 inch HDTV"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Keypad"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Wine glasses"", ""Heating"", ""Fast wifi \u2013 661 Mbps"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Books and reading material"", ""Dining table"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Ceiling fan"", ""Kitchen"", ""Bluetooth sound system"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Blender"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Hot water""]",,3,31,3.0,3.0,31.0,31.0,3.0,31.0,,t,0,0,0,2024-12-20,200,4,0,2016-07-24,2024-08-27,4.93,4.94,5.0,5.0,4.29,4.88
469,469,2024-12-20,2015-10-04,"Massachusetts, United States",within an hour,100%,100%,t,Jamaica Plain,2,2,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.31642,-71.10672,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""HDTV with standard cable"", ""AC - split type ductless system"", ""Heating"", ""Exterior security cameras on property"", ""Free street parking"", ""Shared patio or balcony"", ""Wifi"", ""Microwave"", ""Smart lock"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Outdoor furniture"", ""Shampoo"", ""Iron"", ""Hot water"", ""Private entrance""]",$103.00,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,t,11,28,42,2024-12-20,473,95,2,2016-11-01,2024-11-30,4.96,4.95,4.98,4.95,4.92,4.85
471,471,2024-12-20,2015-10-03,"Boston, MA",within an hour,100%,100%,t,Dorchester,2,2,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.30003,-71.0788,Entire rental unit,Entire home/apt,8,1.0,3.0,6.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Host greets you"", ""Children\u2019s books and toys"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Cooking basics"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Pets allowed"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Backyard"", ""Iron"", ""Hot water""]",$185.00,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,,t,13,43,73,2024-12-20,105,10,0,2017-10-22,2024-08-28,4.93,4.97,4.92,4.96,4.63,4.87
473,473,2024-12-20,2016-05-21,"Boston, MA",,,,f,,1,1,"['email', 'phone', 'work_email']",f,,Charlestown,,42.38421,-71.07057,Entire condo,Entire home/apt,6,,2.0,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""Essentials"", ""Washer"", ""Indoor fireplace"", ""Air conditioning"", ""Lockbox"", ""TV"", ""Shampoo"", ""Wifi"", ""Iron"", ""Carbon monoxide alarm""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,0,0,0,2024-12-20,17,0,0,2017-05-21,2017-11-19,4.71,4.88,4.94,5.0,4.71,4.82
475,475,2024-12-20,2016-07-13,"Boston, MA",within an hour,100%,100%,,Beacon Hill,2,2,"['email', 'phone']",t,Neighborhood highlights,Beacon Hill,,42.35948,-71.06747,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Fire extinguisher"", ""Essentials"", ""Heating"", ""Window AC unit"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Hot water"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Cooking basics""]",$90.00,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,29,59,89,2024-12-20,231,4,1,2016-07-21,2024-12-14,4.87,4.92,4.96,4.94,4.97,4.86
477,477,2024-12-20,2015-03-30,"Boston, MA",within an hour,100%,100%,t,Jamaica Plain,1,1,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Jamaica Plain,,42.31316,-71.11279,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Ethernet connection"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Board games"", ""HDTV with Hulu, Roku, standard cable"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Luggage dropoff allowed"", ""Other stainless steel electric stove"", ""Oven"", ""Bikes"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Keypad"", ""Essentials"", ""Single level home"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Wine glasses"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Garden view"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Dining table"", ""Shared patio or balcony"", ""Wifi"", ""Microwave"", ""Coffee"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In building"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Barbecue utensils"", ""Dishes and silverware"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Blender"", ""Iron"", ""Record player"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$160.00,5,120,5.0,5.0,1125.0,1125.0,5.0,1125.0,,t,13,28,48,2024-12-20,235,35,1,2016-08-03,2024-11-30,4.78,4.79,4.94,4.89,4.94,4.75
479,479,2024-12-20,2015-02-17,"Boston, MA",within a day,100%,81%,t,Dorchester,6,7,"['email', 'phone']",t,Neighborhood highlights,Mattapan,,42.27486,-71.077,Private room in home,Private room,3,1.5,1.0,2.0,"[""Smoke alarm"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Lockbox"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Private backyard \u2013 Fully fenced"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Dedicated workspace"", ""Baby bath"", ""Hot water kettle"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Coffee"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Cleaning available during stay"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Free parking on premises"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Iron"", ""Cooking basics""]",$100.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,30,60,90,2024-12-20,77,2,0,2016-07-21,2024-09-01,4.94,4.92,4.97,4.96,4.75,4.82
481,481,2024-12-20,2016-06-21,"Boston, MA",within a day,80%,79%,f,Jamaica Plain,1,1,"['email', 'phone']",t,,Jamaica Plain,,42.30762,-71.10968,Entire loft,Entire home/apt,3,1.0,0.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Lockbox"", ""TV"", ""Carbon monoxide alarm"", ""Dryer"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Self check-in"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Iron"", ""Hot water""]",$159.00,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,,t,19,49,79,2024-12-20,320,18,0,2016-07-25,2024-11-07,4.97,4.99,4.99,4.98,4.96,4.84
483,483,2024-12-20,2015-01-30,"Boston, MA",within an hour,100%,97%,t,Allston-Brighton,13,53,"['email', 'phone']",t,Neighborhood highlights,Allston,,42.36151,-71.12658,Private room in home,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Conditioner"", ""Hangers"", ""Body soap"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Luggage dropoff allowed"", ""Bathtub"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""40 inch TV with Amazon Prime Video, Hulu, Netflix"", ""Keypad"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Mini fridge"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In building"", ""Paid parking on premises"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Hot water"", ""Free dryer \u2013 In building""]",$50.00,3,96,2.0,3.0,90.0,96.0,3.0,96.0,,t,21,23,23,2024-12-20,322,35,3,2016-08-09,2024-11-28,4.82,4.9,4.93,4.89,4.69,4.76
