Unnamed: 0,last_scraped,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
4,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.35173,-71.08685,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,"[""Smoke alarm"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Pets allowed"", ""Shampoo"", ""Iron"", ""Hot water""]",$110.00,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,29,59,89,2024-12-20,9,0,0,2016-01-09,2019-07-22,4.33,4.44,4.56,4.0,5.0,4.67
5,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.35061,-71.08787,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker"", ""Hangers"", ""Housekeeping available every day - available at extra cost"", ""Stove"", ""Body soap"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Bathtub"", ""Fire extinguisher"", ""Essentials"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Window AC unit"", ""Dining table"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$100.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,0,0,0,2024-12-20,5,0,0,2019-03-17,2023-11-19,5.0,5.0,5.0,5.0,5.0,4.8
6,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,,North End,,42.36377,-71.05206,Entire condo,Entire home/apt,2,,,,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Lockbox"", ""Freezer"", ""Carbon monoxide alarm"", ""Bathtub"", ""Fire extinguisher"", ""Essentials"", ""Ge stainless steel oven"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""GE gas stove"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In building"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Pets allowed"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Free dryer \u2013 In building""]",,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,29,59,89,2024-12-20,1,1,0,2024-01-05,2024-01-05,4.0,5.0,2.0,5.0,5.0,4.0
32,2024-12-20,2012-05-30,"Boston, MA",,,,f,Back Bay,1,1,"['email', 'phone']",t,,Bay Village,,42.34914,-71.06781,Entire rental unit,Entire home/apt,2,,1.0,,"[""Heating"", ""Kitchen"", ""Dryer"", ""Washer"", ""Air conditioning"", ""Wifi""]",,180,180,180.0,180.0,180.0,180.0,180.0,180.0,,,0,0,0,2024-12-20,8,0,0,2012-08-01,2013-07-01,5.0,4.75,4.5,4.5,5.0,4.75
58,2024-12-20,2012-03-21,"Boston, MA",,,,f,Back Bay,1,9,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.34475,-71.08204,Private room in home,Private room,1,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Board games"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Park view"", ""Oven"", ""Lock on bedroom door"", ""Dryer"", ""Fire extinguisher"", ""Host greets you"", ""Extra pillows and blankets"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""City skyline view"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Exterior security cameras on property"", ""Wifi"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Outdoor playground"", ""Dishes and silverware"", ""Washer"", ""Paid parking off premises"", ""Shampoo"", ""Backyard"", ""Iron"", ""Hot water""]",$214.00,29,365,29.0,29.0,365.0,365.0,29.0,365.0,,t,29,59,89,2024-12-20,117,0,0,2013-06-07,2019-12-06,4.63,4.63,4.82,4.84,4.98,4.6
74,2024-12-20,2013-08-19,"Boston, MA",,,,f,Back Bay,1,2,"['email', 'phone']",t,,Fenway,,42.34175,-71.08359,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Fire extinguisher"", ""Elevator"", ""TV with standard cable"", ""Washer"", ""Air conditioning"", ""Wifi"", ""Carbon monoxide alarm""]",$415.00,91,365,91.0,91.0,365.0,365.0,91.0,365.0,,t,29,59,89,2024-12-20,40,0,0,2013-09-17,2016-10-21,4.85,4.93,4.88,4.88,5.0,4.73
75,2024-12-20,2011-04-03,"Boston, MA",,,100%,t,Back Bay,1,4,"['email', 'phone']",t,Neighborhood highlights,Bay Village,,42.34988,-71.06918,Entire townhouse,Entire home/apt,9,,3.0,,"[""Smoke alarm"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Stove"", ""42 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix, premium cable, standard cable"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Outlet covers"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Long term stays allowed"", ""Breakfast"", ""Heating"", ""Dedicated workspace"", ""Baby bath"", ""Cooking basics"", ""Baby safety gates"", ""Crib"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Cleaning available during stay"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Pets allowed"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Private patio or balcony"", ""Iron"", ""Paid parking off premises"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",,29,1124,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,0,0,0,2024-12-20,172,4,0,2016-07-30,2024-02-13,4.98,4.99,4.94,4.98,4.96,4.86
93,2024-12-20,2013-12-21,"Boston, MA",,,,f,Back Bay,1,1,"['email', 'phone']",f,,Back Bay,,42.3504,-71.08891,Entire rental unit,Entire home/apt,2,,,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""TV with standard cable"", ""Essentials"", ""Washer"", ""Wifi""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,0,0,0,2024-12-20,32,0,0,2013-12-31,2016-08-14,4.31,4.59,4.84,5.0,4.97,4.47
98,2024-12-20,2013-10-13,"Boston, MA",within an hour,100%,100%,,Back Bay,20,53,"['email', 'phone']",f,Neighborhood highlights,Back Bay,,42.34877,-71.08418,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Ethernet connection"", ""Conditioner"", ""Central air conditioning"", ""Hangers"", ""Stove"", ""Paid washer \u2013 In building"", ""Body soap"", ""Shower gel"", ""Lockbox"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Pocket wifi"", ""Luggage dropoff allowed"", ""Oven"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Dining table"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Central heating"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Paid parking off premises"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""55 inch HDTV with standard cable""]",$400.00,10,365,4.0,10.0,1125.0,1125.0,8.9,1125.0,,t,23,53,78,2024-12-20,204,21,1,2014-04-03,2024-11-30,4.97,4.98,4.98,5.0,4.98,4.76
107,2024-12-20,2014-04-02,"Cambridge, MA",,,,f,Back Bay,1,2,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.34492,-71.08482,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Smoke alarm"", ""Gym"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Elevator"", ""TV with standard cable"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Dishwasher"", ""Cooking basics""]",$280.00,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,30,60,90,2024-12-20,74,0,0,2014-09-01,2022-07-06,4.61,4.74,4.75,4.82,4.86,4.63
108,2024-12-20,2013-09-12,"Boston, MA",,,,f,Back Bay,1,1,"['email', 'phone']",t,Neighborhood highlights,Bay Village,,42.34868,-71.07043,Entire condo,Entire home/apt,2,,2.0,,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Indoor fireplace"", ""Air conditioning"", ""Heating"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Paid parking off premises"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",,29,30,29.0,29.0,30.0,30.0,29.0,30.0,,t,0,0,0,2024-12-20,26,0,0,2014-06-20,2019-10-27,4.88,4.96,5.0,4.96,5.0,4.81
138,2024-12-20,2012-09-16,"Boston, MA",,,,f,Back Bay,1,3,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Back Bay,,42.35491,-71.07463,Entire rental unit,Entire home/apt,2,,1.0,,"[""TV with standard cable"", ""Wifi""]",,91,365,91.0,91.0,365.0,365.0,91.0,365.0,,t,0,0,0,2024-12-20,15,0,0,2015-03-17,2015-10-27,4.8,4.6,4.8,4.73,5.0,4.8
192,2024-12-20,2015-03-04,"Houston, TX",within an hour,100%,100%,t,Back Bay,2,2,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.34628,-71.08064,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Clothing storage"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Board games"", ""Free driveway parking on premises \u2013 1 space"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Herbal essences conditioner"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Essentials"", ""Single level home"", ""Pack \u2019n play/Travel crib"", ""Keypad"", ""High chair"", ""Safe"", ""Wine glasses"", ""Climbing wall"", ""Portable fans"", ""Heating"", ""HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix, standard cable"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Crib"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Stainless steel gas stove"", ""Dining table"", ""Outdoor dining area"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Mini fridge"", ""Coffee"", ""Bed linens"", ""Self check-in"", ""Cleaning available during stay"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Barbecue utensils"", ""Dishes and silverware"", ""BBQ grill"", ""Shampoo"", ""Private patio or balcony"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Paid parking lot on premises \u2013 1 space"", ""Hot water"", ""Private entrance""]",$275.00,29,115,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,0,17,24,2024-12-20,214,4,1,2016-07-09,2024-12-03,4.93,4.95,4.99,4.99,4.96,4.79
206,2024-12-20,2014-11-26,"Boston, MA",within an hour,100%,100%,f,Back Bay,4,5,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.35009,-71.07023,Entire townhouse,Entire home/apt,6,2.5,3.0,2.0,"[""Smoke alarm"", ""Hangers"", ""Carbon monoxide alarm"", ""Dryer"", ""Fire extinguisher"", ""Children\u2019s books and toys"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Air conditioning"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Wifi"", ""Exercise equipment"", ""First aid kit"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Indoor fireplace: gas"", ""Washer"", ""Shampoo"", ""Backyard"", ""Iron"", ""Hot water""]",$568.00,91,120,91.0,91.0,120.0,120.0,91.0,120.0,,t,27,57,87,2024-12-20,14,0,0,2015-05-26,2016-04-22,5.0,5.0,5.0,5.0,5.0,4.79
211,2024-12-20,2013-10-13,"Boston, MA",within an hour,100%,100%,,Back Bay,20,53,"['email', 'phone']",f,Neighborhood highlights,Beacon Hill,,42.35964,-71.07094,Entire rental unit,Entire home/apt,7,2.0,4.0,5.0,"[""Smoke alarm"", ""Ethernet connection"", ""Conditioner"", ""Central air conditioning"", ""Hangers"", ""Stove"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Pocket wifi"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Paid parking garage off premises"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Heating - split type ductless system"", ""65 inch HDTV with Roku, standard cable"", ""Kitchen"", ""Central heating"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$857.00,7,365,4.0,7.0,1125.0,1125.0,6.5,1125.0,,t,23,53,83,2024-12-20,212,21,0,2015-06-12,2024-11-19,4.96,4.96,5.0,5.0,4.99,4.81
214,2024-12-20,2015-02-11,"Boston, MA",within an hour,100%,100%,f,Back Bay,1,1,"['email', 'phone']",t,Neighborhood highlights,Back Bay,,42.35262,-71.07899,Entire rental unit,Entire home/apt,1,1.0,0.0,1.0,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Essentials"", ""Air conditioning"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Hot water""]",$115.00,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,5,5,5,2024-12-20,57,0,0,2015-07-31,2019-07-06,4.81,4.86,4.96,4.96,4.95,4.67
323,2024-12-20,2012-09-10,,,,,f,Back Bay,2,4,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Back Bay,,42.34874,-71.08911,Entire condo,Entire home/apt,2,,2.0,,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Radiant heating"", ""Stove"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Single level home"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Safe"", ""Dedicated workspace"", ""Cooking basics"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Hot water kettle"", ""Window AC unit"", ""Paid street parking off premises"", ""Dining table"", ""Free street parking"", ""Microwave"", ""First aid kit"", ""Cleaning available during stay"", ""Ceiling fan"", ""40 inch TV"", ""Kitchen"", ""Central heating"", ""Refrigerator"", ""Elevator"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Outdoor furniture"", ""Baking sheet"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",,180,1125,180.0,180.0,1125.0,1125.0,180.0,1125.0,,t,0,0,0,2024-12-20,9,0,0,2015-10-21,2021-12-18,4.0,4.33,4.78,4.33,4.89,4.22
355,2024-12-20,2014-05-29,"Belmont, CA",,,,f,Back Bay,1,2,"['email', 'phone']",t,,Back Bay,,42.35166,-71.07955,Entire rental unit,Entire home/apt,5,,1.0,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""TV with standard cable"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Wifi"", ""Shampoo"", ""Iron"", ""First aid kit""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,,0,0,0,2024-12-20,2,0,0,2016-07-06,2016-07-31,5.0,5.0,5.0,5.0,5.0,5.0
403,2024-12-20,2016-04-03,"Boston, MA",,,,f,Back Bay,1,1,"['email', 'phone']",f,Neighborhood highlights,Back Bay,,42.35218,-71.08103,Entire rental unit,Entire home/apt,3,,1.0,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""First aid kit"", ""TV with standard cable"", ""Essentials"", ""Washer"", ""Pets allowed"", ""Wifi"", ""Iron"", ""Carbon monoxide alarm""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,,0,0,0,2024-12-20,0,0,0,,,,,,,,
406,2024-12-20,2015-05-24,"Boston, MA",,,,f,Back Bay,1,1,['phone'],f,,Back Bay,,42.35307,-71.08224,Entire rental unit,Entire home/apt,2,,,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Essentials"", ""Air conditioning"", ""TV"", ""Shampoo"", ""Wifi"", ""Iron""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,,0,0,0,2024-12-20,0,0,0,,,,,,,,
417,2024-12-20,2016-04-05,"Boston, MA",,,,f,Back Bay,1,1,"['email', 'phone']",t,,Back Bay,,42.35387,-71.07619,Entire rental unit,Entire home/apt,4,,2.0,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""TV with standard cable"", ""Essentials"", ""Indoor fireplace"", ""Air conditioning"", ""Wifi"", ""Shampoo"", ""Iron""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,0,0,0,2024-12-20,10,0,0,2016-04-23,2016-06-11,4.9,4.9,5.0,5.0,5.0,5.0
440,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,Neighborhood highlights,North End,,42.3665,-71.05428,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Dishwasher"", ""Hot water""]",$87.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,30,60,90,2024-12-20,40,0,0,2016-05-29,2023-05-18,4.1,4.53,4.32,4.66,4.95,4.26
441,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,,Back Bay,,42.34777,-71.08493,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Dryer"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Long term stays allowed"", ""Wine glasses"", ""GE stainless steel gas stove"", ""Heating"", ""Cooking basics"", ""Window AC unit"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$88.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,29,59,89,2024-12-20,4,1,0,2020-03-18,2024-07-28,5.0,5.0,5.0,5.0,5.0,4.5
442,2024-12-20,2009-09-16,,within a day,91%,58%,f,Back Bay,22,29,"['email', 'phone']",t,Neighborhood highlights,Beacon Hill,,42.36104,-71.07129,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Lockbox"", ""Freezer"", ""Carbon monoxide alarm"", ""Bathtub"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Housekeeping available from 9:00\u202fAM to 5:00\u202fAM, every day - available at extra cost"", ""Hot water kettle"", ""Dining table"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Hot water"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Pets allowed"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Cooking basics""]",$100.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,30,60,90,2024-12-20,15,0,0,2016-07-11,2020-03-14,4.27,4.67,4.4,4.87,4.93,4.47
486,2024-12-20,2013-10-13,"Boston, MA",within an hour,100%,100%,,Back Bay,20,53,"['email', 'phone']",f,Neighborhood highlights,North End,,42.36704,-71.05376,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Ethernet connection"", ""Conditioner"", ""Hangers"", ""Radiant heating"", ""Stove"", ""Paid washer \u2013 In building"", ""Body soap"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Pocket wifi"", ""Oven"", ""Bathtub"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Paid parking garage off premises"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Fast wifi \u2013 265 Mbps"", ""Paid dryer \u2013 In building"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Dining table"", ""Coffee"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Heating - split type ductless system"", ""Private entrance"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""55 inch HDTV with standard cable""]",$262.00,10,365,3.0,10.0,1125.0,1125.0,8.5,1125.0,,t,25,55,85,2024-12-20,320,31,0,2016-08-09,2024-10-27,4.91,4.95,4.99,4.98,4.97,4.73
507,2024-12-20,2016-08-30,"Boston, MA",within an hour,100%,100%,t,Back Bay,1,1,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Bay Village,,42.348731994628906,-71.06843566894531,Entire rental unit,Entire home/apt,7,1.5,3.0,4.0,"[""Smoke alarm"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Board games"", ""Stove"", ""Indoor fireplace: wood-burning"", ""Lockbox"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Essentials"", ""Paid parking garage off premises"", ""Long term stays allowed"", ""Personal hotel sized bars body soap"", ""Wine glasses"", ""Babysitter recommendations"", ""TV with Roku, standard cable"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Baby safety gates"", ""Hot water kettle"", ""Window AC unit"", ""Books and reading material"", ""Dining table"", ""Pack \u2019n play/Travel crib - available upon request"", ""Wifi"", ""Microwave"", ""Prosante conditioner"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Cleaning available during stay"", ""Prosante shampoo"", ""Kitchen"", ""Portable air conditioning"", ""Hair dryer"", ""Central heating"", ""Refrigerator"", ""Dishes and silverware"", ""Blender"", ""Clothing storage: closet and dresser"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$311.00,3,120,2.0,6.0,1125.0,1125.0,4.3,1125.0,,t,0,0,0,2024-12-20,221,34,1,2016-09-24,2024-11-25,4.84,4.87,4.96,4.97,4.96,4.69
