,Unnamed: 0,last_scraped,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
205,205,2024-12-20,2014-05-11,"Boston, MA",within an hour,100%,90%,t,Roslindale,3,5,"['email', 'phone']",t,Neighborhood highlights,Roslindale,,42.28516,-71.13772,Private room in townhouse,Private room,1,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Rice maker"", ""Hangers"", ""Board games"", ""Stove"", ""Body soap"", ""Shower gel"", ""TV"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Oven"", ""Bathtub"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Air conditioning"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Books and reading material"", ""Dining table"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Cleaning available during stay"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Private living room"", ""Outdoor furniture"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Blender"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$90.00,3,365,1.0,3.0,365.0,365.0,3.0,365.0,,t,23,53,83,2024-12-20,113,1,0,2015-05-19,2024-10-27,4.95,4.97,4.98,4.96,4.84,4.94
209,209,2024-12-20,2015-01-30,"Boston, MA",within an hour,100%,97%,t,Allston-Brighton,13,53,"['email', 'phone']",t,Neighborhood highlights,Allston,,42.3605,-71.12633,Private room in home,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Window AC unit"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In building"", ""Paid parking on premises"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Hot water"", ""Free dryer \u2013 In building""]",$73.00,75,365,75.0,75.0,365.0,365.0,75.0,365.0,,t,14,14,14,2024-12-20,178,4,0,2015-05-01,2024-08-19,4.81,4.93,4.9,4.86,4.63,4.73
210,210,2024-12-20,2014-11-17,"Boston, MA",within an hour,100%,96%,t,Dorchester,1,2,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.32426,-71.05869,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Board games"", ""Free driveway parking on premises \u2013 1 space"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Oven"", ""Bathtub"", ""Room-darkening shades"", ""Essentials"", ""Long term stays allowed"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Stainless steel gas stove"", ""Books and reading material"", ""Dining table"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Dishwasher"", ""Hot water""]",$138.00,3,45,3.0,3.0,45.0,45.0,3.0,45.0,,t,27,29,33,2024-12-20,24,18,0,2015-05-25,2024-10-20,4.96,4.88,4.88,5.0,4.75,4.92
212,212,2024-12-20,2015-03-03,"Boston, MA",within an hour,100%,100%,t,Mission Hill,5,8,"['email', 'phone']",t,Neighborhood highlights,Roxbury,,42.32966,-71.09597,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Oven"", ""Dryer"", ""Keypad"", ""Essentials"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Backyard"", ""Iron"", ""Dishwasher"", ""Cooking basics""]",$121.00,3,90,3.0,5.0,1125.0,1125.0,3.0,1125.0,,t,12,42,72,2024-12-20,143,19,0,2015-04-27,2024-10-16,4.69,4.82,4.91,4.8,4.58,4.61
213,213,2024-12-20,2013-07-05,"Newton, MA",within an hour,100%,93%,t,Hyde Park,5,6,"['email', 'phone']",t,Neighborhood highlights,Hyde Park,,42.2619,-71.11315,Entire rental unit,Entire home/apt,5,1.0,3.0,5.0,"[""Smoke alarm"", ""Hangers"", ""Stove"", ""Lockbox"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Indoor fireplace"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Free street parking"", ""Wifi"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Free parking on premises"", ""Pets allowed"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Iron"", ""Hot water""]",$119.00,29,365,29.0,29.0,365.0,365.0,29.0,365.0,,t,0,0,0,2024-12-20,28,3,1,2015-05-19,2024-11-30,4.64,4.68,4.86,4.82,4.18,4.54
215,215,2024-12-20,2015-04-21,"Boston, MA",within a few hours,100%,97%,t,Jamaica Plain,1,1,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.31583,-71.11448,Private room in townhouse,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Central air conditioning"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Aveeno body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Bathtub"", ""Lock on bedroom door"", ""Dryer"", ""Extra pillows and blankets"", ""Essentials"", ""Portable fans"", ""Heating"", ""Breakfast"", ""Hot water kettle"", ""Books and reading material"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Mini fridge"", ""Bed linens"", ""First aid kit"", ""Ceiling fan"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$129.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,1,8,24,2024-12-20,371,53,1,2015-09-20,2024-11-25,4.98,4.99,4.97,4.99,4.96,4.92
217,217,2024-12-20,2013-10-27,"Boston, MA",within a few hours,89%,74%,t,South End,11,11,"['email', 'phone']",t,Neighborhood highlights,South End,,42.34144,-71.0763,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Crib"", ""Wifi"", ""Microwave"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Dishwasher"", ""Cooking basics""]",$140.00,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,30,60,90,2024-12-20,84,0,0,2015-06-13,2023-09-02,4.83,4.89,4.93,4.95,4.9,4.62
218,218,2024-12-20,2011-05-28,"Boston, MA",within an hour,100%,100%,t,Jamaica Plain,1,7,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Jamaica Plain,,42.29828,-71.11048,Entire condo,Entire home/apt,10,2.0,5.0,6.0,"[""Smoke alarm"", ""Clothing storage: closet"", ""Ethernet connection"", ""Conditioner"", ""Coffee maker: drip coffee maker"", ""Hangers"", ""Board games"", ""Radiant heating"", ""Free driveway parking on premises \u2013 2 spaces"", ""Lockbox"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Luggage dropoff allowed"", ""Bathtub"", ""32 inch HDTV with Fire TV"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""Long term stays allowed"", ""EV charger - level 2, tesla only"", ""Wine glasses"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Fast wifi \u2013 119 Mbps"", ""Ceiling fan"", ""Kitchen"", ""Stainless steel oven"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Outdoor furniture"", ""Shampoo"", ""Blender"", ""Iron"", ""Private patio or balcony"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$643.00,3,29,3.0,4.0,1125.0,1125.0,3.0,1125.0,,t,14,44,74,2024-12-20,218,24,0,2015-05-29,2024-11-10,4.92,4.93,4.96,4.96,4.78,4.78
222,222,2024-12-20,2015-05-30,"Boston, MA",within a day,75%,42%,t,,9,10,"['email', 'phone']",t,,South Boston Waterfront,,42.34791,-71.04196,Private room in rental unit,Private room,2,2.0,1.0,2.0,"[""Smoke alarm"", ""Heating"", ""Coffee maker"", ""Kitchen"", ""Dryer"", ""Refrigerator"", ""Elevator"", ""Gym"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Air conditioning"", ""TV"", ""Shampoo"", ""Wifi"", ""Microwave"", ""Carbon monoxide alarm""]",$149.00,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,30,60,90,2024-12-20,224,0,0,2015-06-04,2020-03-12,4.87,4.94,4.95,4.95,4.97,4.84
233,233,2024-12-20,2013-11-09,"Boston, MA",within an hour,100%,98%,t,Dorchester,3,3,"['email', 'phone']",t,Neighborhood highlights,Dorchester,,42.31392,-71.06137,Entire guest suite,Entire home/apt,4,1.0,1.0,2.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Board games"", ""Bay view"", ""Stove"", ""Lockbox"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Dryer"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Beach essentials"", ""Essentials"", ""Indoor fireplace"", ""Long term stays allowed"", ""City skyline view"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Garden view"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Outdoor dining area"", ""Books and reading material"", ""Dining table"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Mini fridge"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Beach access \u2013 Beachfront"", ""TV with standard cable"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Patio or balcony"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Backyard"", ""Iron"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$183.00,2,40,2.0,2.0,40.0,40.0,2.0,40.0,,t,26,56,86,2024-12-20,122,24,1,2019-01-21,2024-11-30,4.9,4.89,4.93,4.9,4.73,4.75
245,245,2024-12-20,2015-06-19,"Boston, MA",within a few hours,100%,80%,t,,1,1,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.30849,-71.11721,Entire condo,Entire home/apt,2,1.0,2.0,1.0,"[""Smoke alarm"", ""Rice maker"", ""48 inch HDTV"", ""Hangers"", ""Board games"", ""Gym"", ""Free driveway parking on premises"", ""Stove"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Exercise equipment: stationary bike"", ""Carbon monoxide alarm"", ""Freezer"", ""Luggage dropoff allowed"", ""Oven"", ""Varies conditioner"", ""Fire extinguisher"", ""Host greets you"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""High chair"", ""Air conditioning"", ""Long term stays allowed"", ""Clothing storage: wardrobe and dresser"", ""Sound system"", ""Drying rack for clothing"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Books and reading material"", ""Dining table"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Coffee maker: Keurig coffee machine, pour-over coffee"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Shampoo"", ""Blender"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Hot water""]",$304.00,14,90,14.0,14.0,90.0,90.0,14.0,90.0,,t,0,0,0,2024-12-20,62,3,0,2015-07-14,2024-10-25,4.98,4.95,5.0,5.0,4.98,4.79
257,257,2024-12-20,2014-07-08,"Boston, MA",within an hour,100%,96%,t,Jamaica Plain,2,2,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.31572,-71.10847,Entire guest suite,Entire home/apt,4,1.0,1.0,4.0,"[""Smoke alarm"", ""Hammock"", ""Rice maker"", ""Hangers"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine"", ""Stove"", ""Lockbox"", ""Shower gel"", ""Various body soap"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Essentials"", ""High chair"", ""Air conditioning"", ""Drying rack for clothing"", ""Portable fans"", ""Heating"", ""Cooking basics"", ""Hot water kettle"", ""Outdoor dining area"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Dining table"", ""Shared backyard \u2013 Not fully fenced"", ""Free street parking"", ""Shared patio or balcony"", ""Wifi"", ""Microwave"", ""Coffee"", ""Various shampoo"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""40 inch HDTV with Amazon Prime Video, HBO Max, Netflix, premium cable, standard cable, DVD player, Roku"", ""Dishes and silverware"", ""Outdoor furniture"", ""Blender"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Hot water"", ""Private entrance""]",$112.00,2,28,1.0,2.0,28.0,28.0,1.9,28.0,,t,12,41,71,2024-12-20,358,40,0,2015-08-16,2024-10-20,4.88,4.89,4.97,4.98,4.9,4.83
258,258,2024-12-20,2015-04-15,"New York, NY",within a few hours,90%,100%,t,Allston-Brighton,1,1,"['email', 'phone']",t,Neighborhood highlights,Brighton,,42.343,-71.14416,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Ethernet connection"", ""Hangers"", ""Radiant heating"", ""Other gas stove"", ""Paid washer \u2013 In building"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Host greets you"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Essentials"", ""Single level home"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Wine glasses"", ""Portable fans"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""HDTV"", ""Free parking on premises"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Iron"", ""Baking sheet"", ""Toaster"", ""Hot water""]",$79.00,80,450,41.0,80.0,450.0,450.0,75.3,450.0,,t,15,15,15,2024-12-20,13,2,0,2017-03-18,2024-08-02,4.85,4.85,5.0,4.85,4.85,4.77
260,260,2024-12-20,2015-07-13,"Boston, MA",within an hour,100%,100%,t,Allston-Brighton,1,2,"['email', 'phone']",t,Neighborhood highlights,Brighton,,42.34532,-71.13829,Entire home,Entire home/apt,6,1.0,3.0,3.0,"[""Smoke alarm"", ""Ethernet connection"", ""Conditioner"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Paid parking lot on premises \u2013 2 spaces"", ""Oven"", ""Bathtub"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""City skyline view"", ""Drying rack for clothing"", ""Wine glasses"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Hot water kettle"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""Shared backyard \u2013 Not fully fenced"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""HDTV with Roku"", ""Ceiling fan"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Outdoor furniture"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Iron"", ""Blender"", ""Private patio or balcony"", ""Toaster"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$285.00,3,28,3.0,3.0,28.0,28.0,3.0,28.0,,t,11,11,11,2024-12-20,263,17,1,2015-07-31,2024-12-10,4.96,4.97,5.0,4.96,4.82,4.88
261,261,2024-12-20,2015-07-13,"Boston, MA",within an hour,100%,99%,t,South Boston,2,3,"['email', 'phone']",t,Neighborhood highlights,South Boston,,42.33053,-71.05388,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Radiant heating"", ""Stove"", ""TV"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Fire extinguisher"", ""Room-darkening shades"", ""Keypad"", ""Essentials"", ""Single level home"", ""Long term stays allowed"", ""Cooking basics"", ""Window AC unit"", ""Exterior security cameras on property"", ""Free street parking"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Bed linens"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Free parking on premises"", ""Dishes and silverware"", ""Patio or balcony"", ""Shampoo"", ""Backyard"", ""Iron"", ""Hot water""]",$105.00,3,30,2.0,3.0,1125.0,1125.0,2.7,1125.0,,t,10,33,55,2024-12-20,525,58,2,2015-07-24,2024-12-06,4.83,4.92,4.96,4.93,4.74,4.72
279,279,2024-12-20,2013-12-08,"Boston, MA",within an hour,100%,100%,t,Beacon Hill,2,3,"['email', 'phone']",t,Neighborhood highlights,Beacon Hill,,42.35623,-71.07023,Entire rental unit,Entire home/apt,7,2.5,4.0,5.0,"[""Smoke alarm"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""HDTV with HBO Max, premium cable"", ""Park view"", ""Oven"", ""Fire extinguisher"", ""Room-darkening shades"", ""Essentials"", ""Fireplace guards"", ""Heating"", ""Cooking basics"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Patio or balcony"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",$750.00,4,30,1.0,5.0,1125.0,1125.0,4.0,1125.0,,t,14,44,65,2024-12-20,155,31,3,2015-08-16,2024-12-11,4.97,4.98,4.95,4.99,5.0,4.88
281,281,2024-12-20,2013-10-27,"Boston, MA",within a few hours,89%,74%,t,South End,11,11,"['email', 'phone']",t,Neighborhood highlights,South End,,42.34128,-71.07607,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Paid washer \u2013 In building"", ""Carbon monoxide alarm"", ""Oven"", ""Dryer"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Crib"", ""Wifi"", ""Microwave"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""TV with standard cable"", ""Dishes and silverware"", ""Iron"", ""Dishwasher"", ""Cooking basics""]",$100.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,2024-12-20,92,2,1,2015-08-07,2024-12-15,4.89,4.9,4.97,4.89,4.9,4.58
282,282,2024-12-20,2011-08-10,"Dorado, Puerto Rico",within a day,90%,87%,t,South Boston,4,6,"['email', 'phone']",t,Neighborhood highlights,South Boston,,42.333,-71.03544,Entire townhouse,Entire home/apt,7,2.5,4.0,5.0,"[""Smoke alarm"", ""Clothing storage"", ""Central air conditioning"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Bathtub"", ""Outlet covers"", ""Changing table"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""Essentials"", ""Beach essentials"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Fireplace guards"", ""Heating"", ""Cooking basics"", ""Baby bath"", ""Baby safety gates"", ""Crib"", ""Children\u2019s dinnerware"", ""Exterior security cameras on property"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Beach access \u2013 Beachfront"", ""TV with standard cable"", ""Indoor fireplace: gas"", ""Dishes and silverware"", ""Pets allowed"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Private patio or balcony"", ""Iron"", ""Baking sheet"", ""Dishwasher"", ""Hot water""]",$253.00,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,t,0,0,20,2024-12-20,122,2,0,2015-08-08,2024-08-23,4.89,4.93,4.94,4.93,4.84,4.79
283,283,2024-12-20,2014-01-12,"Boston, MA",within an hour,100%,97%,t,Roxbury,6,14,"['email', 'phone']",t,Neighborhood highlights,Roxbury,,42.32936,-71.09328,Entire townhouse,Entire home/apt,8,,4.0,,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Stove"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Freezer"", ""Oven"", ""Bathtub"", ""Dryer"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Drying rack for clothing"", ""Wine glasses"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Window AC unit"", ""Books and reading material"", ""Exterior security cameras on property"", ""Dining table"", ""Free street parking"", ""Wifi"", ""Microwave"", ""Mini fridge"", ""Coffee"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Toaster"", ""32 inch HDTV with standard cable, Amazon Prime Video, Chromecast, Disney+, HBO Max, Hulu, Netflix, premium cable, Roku"", ""Dishwasher"", ""Hot water"", ""Private entrance""]",,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,2024-12-20,3,0,0,2016-08-07,2016-10-09,5.0,5.0,5.0,5.0,3.67,4.67
296,296,2024-12-20,2015-04-02,"Boston, MA",within an hour,100%,99%,t,Jamaica Plain,3,3,"['email', 'phone']",t,Neighborhood highlights,Jamaica Plain,,42.31689,-71.1004,Entire guest suite,Entire home/apt,4,1.0,1.0,2.0,"[""Smoke alarm"", ""Conditioner"", ""Coffee maker"", ""Hangers"", ""Board games"", ""Body soap"", ""Shower gel"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""32 inch TV with Fire TV"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Keypad"", ""Essentials"", ""Drying rack for clothing"", ""Wine glasses"", ""Portable fans"", ""Heating"", ""Dedicated workspace"", ""Breakfast"", ""Hot water kettle"", ""Window AC unit"", ""Outdoor dining area"", ""Dining table"", ""Free street parking"", ""Shared patio or balcony"", ""Mini fridge"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Clothing storage: closet, wardrobe, and dresser"", ""Dishes and silverware"", ""Outdoor furniture"", ""Shampoo"", ""Iron"", ""Fast wifi \u2013 508 Mbps"", ""Hot water""]",$150.00,3,14,1.0,11.0,1125.0,1125.0,3.2,1125.0,,t,0,0,0,2024-12-20,331,32,0,2015-09-03,2024-11-11,4.87,4.91,4.98,4.96,4.73,4.75
312,312,2024-12-20,2015-01-18,"Boston, MA",within a few hours,100%,93%,t,,2,2,"['email', 'phone']",t,Neighborhood highlights,Beacon Hill,,42.36105,-71.06645,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Smoke alarm"", ""Hangers"", ""Lockbox"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Self check-in"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""Hot water"", ""Private entrance""]",$90.00,29,90,29.0,29.0,90.0,90.0,29.0,90.0,,t,15,32,32,2024-12-20,212,6,0,2015-09-21,2024-11-18,4.76,4.88,4.93,4.92,4.98,4.72
