,Unnamed: 0,last_scraped,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
573,573,2024-12-20,2022-02-21,,,,,f,,1,1,"['email', 'phone']",f,Neighborhood highlights,Roxbury,,42.3237,-71.09514,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Smoke alarm"", ""Hangers"", ""Stove"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Dryer"", ""Fire extinguisher"", ""Host greets you"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Air conditioning"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Free parking on premises"", ""Dishes and silverware"", ""Washer"", ""Shampoo"", ""Iron"", ""Dishwasher"", ""Hot water""]",$223.00,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,17,47,77,2024-12-20,301,51,2,2017-11-20,2024-12-08,4.98,4.96,4.93,4.93,4.75,4.9
1343,1343,2024-12-20,2020-01-28,,,,,f,North End,1,1,['phone'],f,Neighborhood highlights,Downtown,,42.36142,-71.05431,Entire condo,Entire home/apt,4,,2.0,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Essentials"", ""Washer"", ""Air conditioning"", ""TV"", ""Wifi"", ""Carbon monoxide alarm""]",,92,1125,92.0,92.0,1125.0,1125.0,92.0,1125.0,,,0,0,0,2024-12-20,0,0,0,,,,,,,,
1344,1344,2024-12-20,2020-01-30,,,,,f,Mission Hill,1,1,"['email', 'phone']",t,Neighborhood highlights,Mission Hill,,42.33358,-71.11114,Entire condo,Entire home/apt,2,1.0,2.0,3.0,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Washer"", ""Air conditioning"", ""TV"", ""Wifi"", ""Iron"", ""Carbon monoxide alarm"", ""Park view""]",$176.00,91,365,91.0,91.0,365.0,365.0,91.0,365.0,,t,0,0,0,2024-12-20,0,0,0,,,,,,,,
1355,1355,2024-12-20,2020-02-16,"Boston, MA",,,,f,,1,1,"['email', 'phone']",f,,Jamaica Plain,,42.31181,-71.09914,Shared room in home,Shared room,2,,,,"[""Smoke alarm"", ""Heating"", ""Kitchen"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Air conditioning"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Hot water""]",,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,,0,0,0,2024-12-20,0,0,0,,,,,,,,
1377,1377,2024-12-20,2020-03-17,,,,,f,Beacon Hill,1,1,['email'],t,,Beacon Hill,,42.35942,-71.0653,Private room in home,Private room,1,,,,"[""Smoke alarm"", ""Heating"", ""Lock on bedroom door"", ""Hair dryer"", ""Essentials"", ""Air conditioning"", ""Wifi"", ""Shampoo"", ""Iron""]",,91,180,91.0,91.0,1125.0,1125.0,91.0,1125.0,,t,0,0,0,2024-12-20,0,0,0,,,,,,,,
1405,1405,2024-12-20,2020-01-16,United States,within an hour,100%,100%,f,Beacon Hill,11,12,['phone'],t,,Beacon Hill,,42.35893,-71.06908,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Smoke alarm"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Keypad"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Window AC unit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Wifi"", ""Self check-in"", ""Kitchen"", ""45 inch HDTV with premium cable"", ""Hair dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Pets allowed"", ""BBQ grill"", ""Outdoor furniture"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Private entrance""]",$200.00,32,360,32.0,32.0,1125.0,1125.0,32.0,1125.0,,t,0,0,0,2024-12-20,0,0,0,,,,,,,,
1425,1425,2024-12-20,2020-07-21,,,,,f,Downtown,1,1,"['email', 'phone']",t,,Downtown,,42.36364,-71.06227,Room in boutique hotel,Private room,2,,,,"[""Smoke alarm"", ""Heating"", ""Coffee maker"", ""Hangers"", ""Hair dryer"", ""Refrigerator"", ""Building staff"", ""Gym"", ""Essentials"", ""Pets allowed"", ""Air conditioning"", ""TV"", ""Shampoo"", ""Wifi"", ""Iron"", ""Self check-in""]",,30,30,30.0,30.0,30.0,30.0,30.0,30.0,,,0,0,0,2024-12-20,0,0,0,,,,,,,,
1447,1447,2024-12-20,2020-02-15,"Boston, MA",,,,f,North End,1,1,"['email', 'phone']",t,Neighborhood highlights,North End,,42.36469,-71.05545,Entire condo,Entire home/apt,2,,1.0,,"[""Smoke alarm"", ""Hangers"", ""Stove"", ""Body soap"", ""Shower gel"", ""Freezer"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Oven"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Essentials"", ""Indoor fireplace"", ""Air conditioning"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Sound system"", ""Portable fans"", ""Heating"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Hot water"", ""First aid kit"", ""Kitchen"", ""Refrigerator"", ""Hair dryer"", ""Trash compactor"", ""TV with standard cable"", ""Dishes and silverware"", ""Patio or balcony"", ""Shampoo"", ""Iron"", ""Baking sheet"", ""Conditioner""]",,91,150,91.0,91.0,150.0,150.0,91.0,150.0,,t,0,0,0,2024-12-20,1,0,0,2021-03-13,2021-03-13,5.0,5.0,5.0,5.0,5.0,5.0
1448,1448,2024-12-20,2020-09-04,"Boston, MA",within an hour,82%,93%,f,Beacon Hill,3,6,['phone'],t,,Bay Village,,42.34964,-71.06768,Room in boutique hotel,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Heating"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Washer"", ""Air conditioning"", ""TV"", ""Shampoo"", ""Wifi"", ""Iron"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Private entrance""]",$102.00,1,21,1.0,4.0,21.0,99.0,1.0,29.3,,t,28,58,88,2024-12-20,345,2,0,2020-09-13,2024-11-12,4.43,4.47,4.76,4.67,4.81,4.38
1449,1449,2024-12-20,2020-09-04,"Boston, MA",within an hour,82%,93%,f,Beacon Hill,3,6,['phone'],t,,Downtown,,42.34887,-71.06596,Room in boutique hotel,Private room,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Heating"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Essentials"", ""Washer"", ""Air conditioning"", ""TV"", ""Shampoo"", ""Wifi"", ""Iron"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Private entrance""]",$106.00,1,21,1.0,4.0,21.0,99.0,1.0,29.3,,t,29,59,89,2024-12-20,472,14,4,2020-09-12,2024-12-01,4.4,4.56,4.76,4.7,4.77,4.39
